pressure,reactor temperature,pre-reactor temperature,humidity,local temperature,label,number data,SMA pressure forecast
0.36,29,26,21.9,26.4,0.0,0,0.0
0.36,37,32,21.8,26.5,0.0,1,0.0
0.36,52,42,21.7,26.7,0.0,2,0.0
0.36,65,54,21.6,26.8,0.0,3,0.0
0.36,84,67,21.5,26.9,0.0,4,0.0
0.36,107,78,21.6,27.0,0.0,5,0.0
0.36,133,93,21.8,27.1,0.0,6,0.0
0.36,153,104,22.2,27.2,0.0,7,0.35624999999999996
0.36,172,113,23.0,27.2,0.0,8,0.35625
0.36,184,119,23.8,27.3,0.0,9,0.35625
0.36,193,122,24.5,27.3,0.0,10,0.35624999999999996
0.35,198,126,24.9,27.4,0.0,11,0.35750000000000004
0.35,201,133,25.0,27.5,0.0,12,0.35875
0.35,203,143,25.3,27.5,0.0,13,0.35875
0.36,210,151,25.5,27.6,0.0,14,0.35875
0.36,223,162,25.9,27.6,0.0,15,0.35874999999999996
0.36,236,169,26.6,27.7,0.0,16,0.35874999999999996
0.36,257,175,26.4,27.7,0.0,17,0.3575
0.36,278,180,26.4,27.7,0.0,18,0.3575
0.36,292,191,26.7,27.6,0.0,19,0.35625
0.36,298,201,27.1,27.5,0.0,20,0.355
0.35,304,208,27.7,27.3,0.0,21,0.355
0.36,308,214,28.3,27.1,0.0,22,0.35374999999999995
0.36,317,222,29.0,27.0,0.0,23,0.35375
0.36,327,230,29.8,26.8,0.0,24,0.3525
0.35,345,239,30.7,26.7,0.0,25,0.35375
0.36,365,245,31.5,26.6,0.0,26,0.3525
0.35,382,253,32.5,26.5,0.0,27,0.35375
0.35,389,261,33.5,26.4,0.0,28,0.35374999999999995
0.35,393,270,34.6,26.3,0.0,29,0.355
0.35,398,275,35.6,26.3,0.0,30,0.355
0.36,409,285,36.4,26.2,0.0,31,0.355
0.35,420,292,37.3,26.1,0.0,32,0.355
0.36,438,301,38.8,26.1,0.0,33,0.355
0.35,452,307,40.5,26.1,0.0,34,0.35625
0.36,472,315,42.2,26.1,0.0,35,0.35625
0.35,476,324,43.9,26.1,0.0,36,0.35625
0.36,479,332,45.5,26.1,0.0,37,0.35625
0.35,490,337,46.8,26.3,0.0,38,0.3575
0.36,504,347,48.2,26.4,0.0,39,0.35625
0.35,516,355,49.1,26.5,0.0,40,0.35625
0.36,533,362,49.8,26.7,0.0,41,0.35625
0.36,549,372,50.2,26.9,0.0,42,0.35624999999999996
0.36,561,377,50.7,27.0,0.0,43,0.35624999999999996
