pressure,reactor temperature,pre-reactor temperature,humidity,local temperature,label,number data,SMA pressure forecast
0.36,196,156,23.9,24.7,0.0,59,0.36
0.36,208,163,23.9,24.8,0.0,60,0.36
0.36,224,170,23.7,24.7,0.0,61,0.36
0.36,238,175,23.6,24.7,0.0,62,0.36
0.36,259,183,23.6,24.7,0.0,63,0.36
0.36,278,191,23.5,24.7,0.0,64,0.36
0.36,289,202,23.5,24.8,0.0,65,0.36
0.36,294,208,23.5,24.8,0.0,66,0.36
0.36,298,214,23.2,24.8,0.0,67,0.36
0.36,299,220,22.9,24.8,0.0,68,0.36
0.36,298,231,22.7,24.7,0.0,69,0.36
0.36,298,240,22.4,24.8,0.0,70,0.36
0.36,296,246,22.2,24.8,0.0,71,0.36
0.36,295,251,21.9,24.8,0.0,72,0.36
0.36,294,262,21.8,24.8,0.0,73,0.36
0.36,292,272,21.6,24.8,0.0,74,0.36
0.36,291,278,21.4,24.8,0.0,75,0.36
0.36,287,298,21.0,24.7,0.0,76,0.36
0.36,285,308,20.9,24.7,0.0,77,0.36
0.36,283,312,20.8,24.7,0.0,78,0.36
0.36,281,321,20.7,24.7,0.0,79,0.36
0.36,280,331,20.5,24.7,0.0,80,0.36
0.36,278,338,20.4,24.7,0.0,81,0.36
0.36,276,344,20.3,24.7,0.0,82,0.36
0.36,274,353,20.1,24.7,0.0,83,0.36
0.36,273,361,20.1,24.7,0.0,84,0.36
0.36,271,369,19.9,24.7,0.0,85,0.36
0.36,271,376,19.8,24.7,0.0,86,0.36
0.36,275,384,19.7,24.7,0.0,87,0.36
0.36,281,391,19.6,24.7,0.0,88,0.36
0.36,293,400,19.5,24.6,0.0,89,0.36
0.36,309,408,19.4,24.6,0.0,90,0.36
0.36,326,414,19.3,24.6,0.0,91,0.36
0.36,340,423,19.4,24.6,0.0,92,0.36
0.36,359,433,19.4,24.5,0.0,93,0.36
0.36,378,437,19.5,24.5,0.0,94,0.36
0.36,397,445,19.9,24.5,0.0,95,0.36
0.36,408,455,20.6,24.5,0.0,96,0.36
0.36,416,463,21.6,24.4,0.0,97,0.36
0.36,418,469,22.8,24.4,0.0,98,0.36
0.36,424,477,23.7,24.4,0.0,99,0.36
0.36,432,486,24.3,24.4,0.0,100,0.36
0.36,446,493,24.7,24.3,0.0,101,0.36
0.36,462,500,25.0,24.3,0.0,102,0.36
0.36,478,506,25.3,24.3,0.0,103,0.36
0.36,490,517,25.8,24.3,0.0,104,0.36
0.36,507,525,26.6,24.3,0.0,105,0.36
0.36,522,531,27.3,24.2,0.0,106,0.36
0.36,530,540,27.9,24.3,0.0,107,0.36
0.36,532,548,28.4,24.3,0.0,108,0.36
0.36,540,556,28.6,24.2,0.0,109,0.36
0.36,552,565,28.6,24.2,0.0,110,0.36
0.36,565,571,28.6,24.3,0.0,111,0.36
0.36,578,579,28.6,24.3,0.0,112,0.36
0.36,588,586,28.7,24.3,0.0,113,0.36
0.36,601,595,29.0,24.3,0.0,114,0.36
0.36,613,602,29.2,24.3,0.0,115,0.36
0.36,625,610,29.6,24.3,0.0,116,0.36
0.36,634,618,29.9,24.3,0.0,117,0.36
0.36,645,627,30.2,24.3,0.0,118,0.36125
0.36,656,633,30.5,24.4,0.0,119,0.36250000000000004
0.36,666,641,30.8,24.4,0.0,120,0.36374999999999996
0.36,691,654,31.4,24.4,0.0,121,0.36375
0.36,701,651,31.6,24.5,0.0,122,0.36375
0.36,708,649,31.7,24.5,0.0,123,0.36374999999999996
0.36,717,650,31.9,24.5,0.0,124,0.36374999999999996
0.36,725,650,32.0,24.5,0.0,125,0.36375
0.37,733,650,32.1,24.5,0.0,126,0.3625
0.37,739,650,32.3,24.6,0.0,127,0.36125
0.37,747,650,32.3,24.6,0.0,128,0.36
0.36,754,650,32.3,24.7,0.0,129,0.36124999999999996
0.36,762,650,32.4,24.7,0.0,130,0.3625
0.36,767,650,32.4,24.7,0.0,131,0.36375
0.36,773,651,32.4,24.7,0.0,132,0.365
0.36,780,650,32.5,24.7,0.0,133,0.36749999999999994
0.36,786,650,32.4,24.7,0.0,134,0.36874999999999997
0.36,791,650,32.3,24.8,0.0,135,0.37124999999999997
0.36,797,650,32.3,24.8,0.0,136,0.37375
0.37,802,649,32.3,24.8,0.0,137,0.375
0.37,799,650,32.3,24.8,0.0,138,0.37625
0.37,794,650,32.3,24.8,0.0,139,0.37749999999999995
0.37,796,650,36.3,24.9,0.0,140,0.38125000000000003
0.38,801,650,36.4,24.9,0.0,141,0.38375
0.37,800,650,36.1,24.9,0.0,142,0.3875
0.38,795,650,35.9,24.9,0.0,143,0.39
0.38,796,650,35.7,24.9,0.0,144,0.3925
0.38,801,650,35.6,25.0,0.0,145,0.39625
0.38,801,650,35.6,25.0,0.0,146,0.4
0.38,795,650,35.5,25.0,0.0,147,0.40375000000000005
0.4,795,650,43.8,25.1,0.0,148,0.40499999999999997
0.4,801,650,43.3,25.1,0.0,149,0.4075
0.4,802,649,46.9,25.2,0.0,150,0.40875
0.4,795,650,51.4,25.2,0.0,151,0.41000000000000003
0.4,795,649,54.9,25.3,0.0,152,0.4125
0.41,800,650,57.2,25.3,0.0,153,0.41375
0.41,802,649,59.0,25.3,0.0,154,0.415
0.41,796,650,60.2,25.3,0.0,155,0.41624999999999995
0.41,795,649,61.3,25.4,0.0,156,0.4175
0.42,800,651,62.2,25.4,0.0,157,0.4175
0.41,803,649,63.0,25.4,0.0,158,0.41874999999999996
0.41,797,650,63.6,25.4,0.0,159,0.42
0.42,795,650,64.3,25.4,0.0,160,0.42
0.42,799,650,64.8,25.4,0.0,161,0.42
0.42,803,650,65.2,25.4,0.0,162,0.42
0.42,797,650,65.6,25.4,0.0,163,0.41875
0.42,796,650,66.0,25.4,0.0,164,0.41875
0.42,799,650,66.5,25.4,0.0,165,0.41875
0.42,795,650,67.5,25.4,0.0,166,0.41874999999999996
0.42,798,650,69.1,25.4,0.0,167,0.41874999999999996
0.42,803,650,70.4,25.5,0.0,168,0.41874999999999996
0.42,800,650,71.3,25.4,0.0,169,0.41874999999999996
0.42,795,650,72.1,25.4,0.0,170,0.41874999999999996
0.41,797,649,72.6,25.5,0.0,171,0.42
0.42,803,650,72.9,25.5,0.0,172,0.42
0.42,800,650,73.2,25.5,0.0,173,0.42124999999999996
0.42,795,650,73.3,25.5,0.0,174,0.4225
0.42,797,650,73.4,25.5,0.0,175,0.42375
0.42,803,649,73.6,25.5,0.0,176,0.42625
0.42,801,650,73.6,25.5,0.0,177,0.42875
0.42,795,650,73.7,25.6,0.0,178,0.42999999999999994
0.42,797,650,72.4,25.5,0.0,179,0.4325
0.42,803,650,72.3,25.4,0.0,180,0.435
0.43,801,650,73.2,25.4,0.0,181,0.43625
0.43,795,650,74.1,25.4,0.0,182,0.4375
0.43,797,650,74.9,25.3,0.0,183,0.43875
0.44,803,650,75.5,25.3,0.0,184,0.43875
0.44,801,650,76.0,25.3,0.0,185,0.43875
0.43,796,650,76.5,25.3,0.0,186,0.44
0.44,797,650,76.7,25.3,0.0,187,0.44
0.44,803,650,77.0,25.3,0.0,188,0.43875
0.44,801,650,77.1,25.3,0.0,189,0.43875
0.44,796,650,77.2,25.4,0.0,190,0.4375
0.44,798,650,77.3,25.4,0.0,191,0.4375
0.44,803,650,77.4,25.4,0.0,192,0.4375
0.44,801,650,77.5,25.5,0.0,193,0.4375
0.44,796,650,77.7,25.5,0.0,194,0.4375
0.44,799,650,77.8,25.5,0.0,195,0.4375
0.43,803,649,77.9,25.5,0.0,196,0.43875000000000003
0.44,801,651,78.1,25.5,0.0,197,0.43875000000000003
0.43,796,649,78.2,25.5,0.0,198,0.44
0.44,799,651,78.3,25.5,0.0,199,0.44
0.44,803,650,78.3,25.6,0.0,200,0.44
0.44,801,650,78.4,25.6,0.0,201,0.44
0.44,796,650,78.6,25.6,0.0,202,0.44
0.44,798,650,78.7,25.5,0.0,203,0.44125
0.44,803,650,78.8,25.6,0.0,204,0.4425
0.44,801,650,78.9,25.6,0.0,205,0.44375
0.44,796,650,78.9,25.6,0.0,206,0.445
0.44,798,650,79.1,25.6,0.0,207,0.44625000000000004
0.44,803,650,79.1,25.6,0.0,208,0.4475
0.44,802,650,79.2,25.6,0.0,209,0.44875000000000004
0.44,796,650,79.3,25.6,0.0,210,0.45
0.45,803,650,79.5,25.6,0.0,211,0.45
0.45,797,650,79.6,25.6,0.0,212,0.45
0.45,797,650,79.7,25.6,0.0,213,0.45
0.45,801,650,79.8,25.6,0.0,214,0.44875
0.45,803,650,79.9,25.7,0.0,215,0.4475
0.45,797,650,79.9,25.7,0.0,216,0.44625000000000004
0.45,797,650,80.0,25.7,0.0,217,0.44625
0.45,801,650,80.1,25.7,0.0,218,0.44500000000000006
0.45,803,650,80.1,25.7,0.0,219,0.445
0.45,797,650,80.2,25.7,0.0,220,0.44375
0.45,797,650,80.3,25.7,0.0,221,0.44375000000000003
0.44,801,650,80.6,25.7,0.0,222,0.44500000000000006
0.44,803,650,80.9,25.7,0.0,223,0.44625
0.44,797,650,81.1,25.7,0.0,224,0.4475
0.45,797,650,81.4,25.7,0.0,225,0.4475
0.44,801,650,81.6,25.7,0.0,226,0.4475
0.45,803,650,81.8,25.7,0.0,227,0.44625000000000004
0.44,797,650,82.1,25.8,0.0,228,0.4475
0.45,797,650,82.2,25.7,0.0,229,0.4475
0.45,802,650,82.4,25.8,0.0,230,0.4475
0.45,803,650,82.6,25.8,0.0,231,0.445
0.45,797,650,82.8,25.8,0.0,232,0.44375
0.45,797,650,83.0,25.8,0.0,233,0.4425
0.44,801,650,83.2,25.8,0.0,234,0.4425
0.44,803,650,83.3,25.8,0.0,235,0.4425
0.45,797,650,83.5,25.8,0.0,236,0.44125000000000003
0.45,797,650,83.7,25.8,0.0,237,0.44
0.45,802,650,83.8,25.8,0.0,238,0.43875000000000003
0.43,803,650,84.0,25.8,0.0,239,0.44
0.44,797,650,84.1,25.8,0.0,240,0.44
0.44,797,650,84.2,25.8,0.0,241,0.44
0.44,801,650,84.4,25.8,0.0,242,0.44
0.44,803,650,84.5,25.8,0.0,243,0.44125
0.44,797,650,84.6,25.8,0.0,244,0.4425
0.44,797,650,84.8,25.8,0.0,245,0.4425
0.44,803,650,85.1,25.9,0.0,246,0.4425
0.44,803,650,85.8,25.8,0.0,247,0.4425
0.44,797,650,86.3,25.8,0.0,248,0.44375000000000003
0.44,797,650,86.7,25.8,0.0,249,0.445
0.44,803,650,87.1,25.8,0.0,250,0.4425
0.45,803,650,87.3,25.8,0.0,251,0.43875000000000003
0.45,797,650,87.6,25.9,0.0,252,0.435
0.44,797,650,87.8,25.9,0.0,253,0.43374999999999997
0.44,803,650,87.9,25.9,0.0,254,0.4325
0.44,803,650,88.2,25.9,0.0,255,0.43125
0.45,800,650,90.1,25.9,0.0,256,0.42874999999999996
0.45,804,650,90.6,25.9,0.0,257,0.42625
0.42,799,650,91.1,25.9,0.0,258,0.4275
0.42,796,650,91.4,25.9,0.0,259,0.42874999999999996
0.42,800,650,91.6,25.8,0.0,260,0.43
0.43,804,650,91.8,25.8,0.0,261,0.43
0.43,799,650,92.0,25.8,0.0,262,0.43
0.43,796,650,92.2,25.8,0.0,263,0.43
0.43,800,650,92.3,25.8,0.0,264,0.43125
0.43,804,650,92.5,25.8,0.0,265,0.4325
0.43,799,650,92.9,25.8,0.0,266,0.4325
0.43,796,650,93.3,25.8,0.0,267,0.4325
0.43,801,650,93.5,25.8,0.0,268,0.4325
0.43,804,650,93.6,25.8,0.0,269,0.43375
0.43,799,650,93.7,25.8,0.0,270,0.43374999999999997
0.43,796,650,93.8,25.8,0.0,271,0.43374999999999997
0.44,801,650,93.9,25.8,0.0,272,0.4325
0.44,804,650,93.9,25.8,0.0,273,0.4325
0.43,799,650,94.0,25.8,0.0,274,0.4325
0.43,796,650,94.0,25.8,0.0,275,0.4325
0.43,801,649,94.0,25.8,0.0,276,0.43374999999999997
0.44,804,650,94.1,25.8,0.0,277,0.4325
0.43,799,650,94.1,25.8,0.0,278,0.43375
0.43,796,650,94.2,25.8,0.0,279,0.435
0.43,801,650,94.2,25.8,0.0,280,0.435
0.44,803,650,94.3,25.8,0.0,281,0.43374999999999997
0.43,798,650,94.4,25.8,0.0,282,0.43500000000000005
0.43,796,650,94.5,25.8,0.0,283,0.43625
0.44,802,650,94.5,25.8,0.0,284,0.43625
0.43,803,650,94.6,25.8,0.0,285,0.4375
0.44,798,650,94.6,25.8,0.0,286,0.4375
0.44,796,649,94.6,25.8,0.0,287,0.4375
0.43,802,650,94.6,25.8,0.0,288,0.43875
0.43,804,650,94.7,25.8,0.0,289,0.44
0.44,798,650,94.7,25.8,0.0,290,0.44
0.44,796,650,94.7,25.8,0.0,291,0.44
0.44,802,650,94.8,25.8,0.0,292,0.44
0.44,803,650,94.8,25.8,0.0,293,0.44
0.44,798,650,94.8,25.8,0.0,294,0.44
0.44,797,650,94.8,25.8,0.0,295,0.43875000000000003
0.44,802,650,94.9,25.8,0.0,296,0.4375
0.44,802,650,94.9,25.8,0.0,297,0.43625
0.44,798,650,94.9,25.8,0.0,298,0.43499999999999994
0.44,796,650,94.9,25.8,0.0,299,0.43374999999999997
0.44,802,650,94.9,25.8,0.0,300,0.4325
0.44,802,650,94.9,25.8,0.0,301,0.43124999999999997
0.44,800,650,95.0,25.8,0.0,302,0.43125
0.43,804,650,95.0,25.8,0.0,303,0.43124999999999997
0.43,800,650,95.0,25.8,0.0,304,0.4325
0.43,796,650,95.0,25.8,0.0,305,0.4325
0.43,800,650,95.1,25.8,0.0,306,0.4325
0.43,804,650,95.1,25.8,0.0,307,0.4325
0.43,800,650,95.1,25.8,0.0,308,0.43374999999999997
0.43,796,650,95.1,25.8,0.0,309,0.43375
0.44,800,649,95.1,25.8,0.0,310,0.4325
0.43,804,650,95.2,25.8,0.0,311,0.4325
0.44,800,650,95.2,25.8,0.0,312,0.43125
0.43,796,650,95.2,25.8,0.0,313,0.43124999999999997
0.43,800,650,95.2,25.8,0.0,314,0.43124999999999997
0.43,804,650,95.2,25.8,0.0,315,0.43125
0.44,800,650,95.2,25.8,0.0,316,0.43
0.43,796,650,95.3,25.8,0.0,317,0.43
0.43,800,650,95.3,25.8,0.0,318,0.43
0.43,803,650,95.3,25.8,0.0,319,0.43
0.43,800,650,95.3,25.8,0.0,320,0.43
0.43,796,650,95.3,25.8,0.0,321,0.43
0.43,800,650,95.4,25.8,0.0,322,0.43125
0.43,803,650,95.4,25.8,0.0,323,0.43124999999999997
0.43,800,650,95.3,25.8,0.0,324,0.4325
0.43,796,650,95.4,25.8,0.0,325,0.4325
0.43,800,650,95.4,25.8,0.0,326,0.4325
0.43,803,650,95.4,25.8,0.0,327,0.43375
0.43,800,650,95.4,25.8,0.0,328,0.43374999999999997
0.43,796,650,95.4,25.8,0.0,329,0.435
0.44,800,650,95.5,25.8,0.0,330,0.43500000000000005
0.43,803,650,95.5,25.8,0.0,331,0.43625
0.44,800,650,95.5,25.8,0.0,332,0.435
0.43,796,650,95.4,25.8,0.0,333,0.43624999999999997
0.43,800,650,95.4,25.8,0.0,334,0.43624999999999997
0.44,803,650,95.5,25.8,0.0,335,0.435
0.43,800,650,95.5,25.8,0.0,336,0.435
0.44,796,650,95.5,25.8,0.0,337,0.43375
0.44,800,650,95.5,25.8,0.0,338,0.4325
0.44,803,650,95.5,25.8,0.0,339,0.43124999999999997
0.43,800,650,95.5,25.8,0.0,340,0.43125
0.44,796,650,95.5,25.8,0.0,341,0.43
0.43,800,650,95.5,25.8,0.0,342,0.43
0.43,803,650,95.5,25.9,0.0,343,0.43
0.43,799,650,95.5,25.8,0.0,344,0.43
0.43,796,650,95.5,25.8,0.0,345,0.43
0.43,801,650,95.5,25.8,0.0,346,0.43124999999999997
0.43,796,650,95.5,25.8,0.0,347,0.4325
0.43,798,650,95.5,25.8,0.0,348,0.4325
0.43,804,650,95.5,25.8,0.0,349,0.4325
0.43,800,650,95.5,25.8,0.0,350,0.4325
0.43,796,650,95.5,25.8,0.0,351,0.43374999999999997
0.43,800,650,95.6,25.8,0.0,352,0.43375
0.43,803,650,95.5,25.8,0.0,353,0.43374999999999997
0.44,800,649,95.6,25.9,0.0,354,0.4325
0.44,796,650,95.6,25.8,0.0,355,0.43125
0.43,800,649,95.6,25.8,0.0,356,0.43124999999999997
0.43,803,650,95.7,25.8,0.0,357,0.43125
0.43,800,649,95.7,25.8,0.0,358,0.43125
0.44,796,650,95.7,25.8,0.0,359,0.43
0.43,800,649,95.7,25.8,0.0,360,0.43
0.43,803,650,95.7,25.8,0.0,361,0.43
0.43,800,650,95.7,25.8,0.0,362,0.43
0.43,796,650,95.7,25.8,0.0,363,0.43
0.43,800,650,95.8,25.8,0.0,364,0.43
0.43,803,650,95.8,25.8,0.0,365,0.43
0.43,799,650,95.7,25.8,0.0,366,0.43
0.43,796,650,95.7,25.8,0.0,367,0.43
0.43,801,650,95.8,25.8,0.0,368,0.43
0.43,803,650,95.8,25.8,0.0,369,0.43
0.43,797,650,95.7,25.8,0.0,370,0.43125
0.43,796,650,95.7,25.8,0.0,371,0.43124999999999997
0.43,801,650,95.7,25.8,0.0,372,0.4325
0.43,803,650,95.7,25.8,0.0,373,0.4325
0.43,797,650,95.8,25.8,0.0,374,0.43375
0.43,796,650,95.7,25.8,0.0,375,0.43375
0.43,801,650,95.7,25.8,0.0,376,0.43374999999999997
0.43,803,650,95.7,25.8,0.0,377,0.435
0.44,797,650,95.7,25.8,0.0,378,0.43375
0.43,796,650,95.7,25.9,0.0,379,0.43375
0.44,801,650,95.7,25.8,0.0,380,0.4325
0.43,803,650,95.8,25.9,0.0,381,0.4325
0.44,797,650,95.8,25.9,0.0,382,0.43125
0.43,796,650,95.8,25.9,0.0,383,0.4325
0.43,802,650,95.8,25.9,0.0,384,0.43375
0.44,802,650,95.8,25.9,0.0,385,0.43375
0.43,797,650,95.8,25.9,0.0,386,0.435
0.43,796,650,95.8,25.9,0.0,387,0.43624999999999997
0.43,802,650,95.8,25.9,0.0,388,0.4375
0.43,802,650,95.8,25.9,0.0,389,0.43875
0.43,796,650,95.8,25.9,0.0,390,0.44
0.44,796,650,95.8,26.0,0.0,391,0.44
0.44,800,650,95.8,25.9,0.0,392,0.43875
0.44,796,650,95.8,25.9,0.0,393,0.4375
0.44,800,650,95.8,25.9,0.0,394,0.4375
0.44,803,650,95.8,25.9,0.0,395,0.43625
0.44,799,650,95.8,25.9,0.0,396,0.435
0.44,796,650,95.8,25.9,0.0,397,0.43375
0.44,800,650,95.8,25.9,0.0,398,0.4325
0.44,803,650,95.8,25.9,0.0,399,0.4325
0.43,799,650,95.8,25.9,0.0,400,0.4325
0.43,796,650,95.8,26.0,0.0,401,0.4325
0.44,801,650,95.8,26.0,0.0,402,0.43125
0.43,803,650,95.8,26.0,0.0,403,0.43124999999999997
0.43,799,650,95.9,26.1,0.0,404,0.4325
0.43,796,650,95.9,26.1,0.0,405,0.4325
0.43,802,650,95.9,26.1,0.0,406,0.43375
0.44,803,650,95.9,26.1,0.0,407,0.4325
0.43,798,650,95.9,26.2,0.0,408,0.4325
0.43,796,650,95.9,26.2,0.0,409,0.4325
0.43,802,650,95.8,26.2,0.0,410,0.4325
0.43,802,650,95.8,26.2,0.0,411,0.4325
0.44,798,650,95.8,26.2,0.0,412,0.4325
0.43,796,650,95.8,26.2,0.0,413,0.43374999999999997
0.44,802,650,95.8,26.2,0.0,414,0.4325
0.43,802,650,95.8,26.2,0.0,415,0.43374999999999997
0.43,798,650,95.9,26.2,0.0,416,0.43375
0.43,797,650,95.8,26.2,0.0,417,0.43374999999999997
0.43,802,650,95.8,26.1,0.0,418,0.43500000000000005
0.43,802,650,95.8,26.1,0.0,419,0.435
0.44,798,650,95.8,26.2,0.0,420,0.43375
0.44,797,650,95.8,26.1,0.0,421,0.4325
0.43,803,650,95.8,26.1,0.0,422,0.43374999999999997
0.44,802,650,95.9,26.1,0.0,423,0.43375
0.43,796,650,95.9,26.1,0.0,424,0.43374999999999997
0.43,797,650,95.9,26.1,0.0,425,0.43375
0.44,803,650,95.9,26.1,0.0,426,0.4325
0.43,801,650,95.9,26.1,0.0,427,0.4325
0.43,796,650,95.9,26.1,0.0,428,0.4325
0.43,797,650,95.9,26.1,0.0,429,0.4325
0.44,803,650,96.0,26.1,0.0,430,0.43124999999999997
0.44,801,650,96.0,26.1,0.0,431,0.43124999999999997
0.43,796,650,96.0,26.0,0.0,432,0.43125
0.43,798,649,96.0,26.1,0.0,433,0.43124999999999997
0.43,803,650,96.0,26.0,0.0,434,0.43124999999999997
0.43,801,649,96.0,26.0,0.0,435,0.43125
0.43,796,650,96.0,26.0,0.0,436,0.43124999999999997
0.43,798,650,96.0,26.0,0.0,437,0.43125
0.43,797,650,96.0,26.0,0.0,438,0.43125
0.44,797,650,96.0,26.0,0.0,439,0.43
0.43,803,650,96.0,26.0,0.0,440,0.43
0.43,802,650,96.0,26.0,0.0,441,0.43
0.43,797,650,96.0,26.0,0.0,442,0.43
0.43,797,650,96.0,26.0,0.0,443,0.43
0.43,803,650,96.0,25.9,0.0,444,0.43
0.43,801,650,96.0,25.9,0.0,445,0.43
0.43,796,650,96.0,25.9,0.0,446,0.43
0.43,797,650,96.0,25.9,0.0,447,0.43
0.43,803,650,96.0,25.9,0.0,448,0.43
0.43,801,650,96.1,25.9,0.0,449,0.43125
0.43,796,650,96.1,25.9,0.0,450,0.43125
0.43,799,650,96.1,25.9,0.0,451,0.43124999999999997
0.43,803,650,96.1,25.8,0.0,452,0.43125
0.43,801,650,96.1,25.9,0.0,453,0.4325
0.43,796,650,96.1,25.9,0.0,454,0.43375
0.43,800,650,96.1,25.9,0.0,455,0.435
0.43,804,650,96.1,25.9,0.0,456,0.435
0.44,800,650,96.1,25.9,0.0,457,0.43374999999999997
0.43,796,650,96.1,25.9,0.0,458,0.43375
0.43,800,650,96.1,25.8,0.0,459,0.435
0.43,804,650,96.2,25.9,0.0,460,0.435
0.44,800,650,96.1,25.9,0.0,461,0.43374999999999997
0.44,796,650,96.2,25.8,0.0,462,0.4325
0.44,800,650,96.2,25.9,0.0,463,0.43125
0.43,804,650,96.2,25.9,0.0,464,0.4325
0.43,800,650,96.2,25.8,0.0,465,0.4325
0.43,796,650,96.2,25.9,0.0,466,0.4325
0.44,800,650,96.2,25.8,0.0,467,0.43125
0.43,804,650,96.2,25.8,0.0,468,0.43124999999999997
0.43,800,650,96.2,25.8,0.0,469,0.43125
0.43,796,650,96.1,25.8,0.0,470,0.43125
0.43,801,650,96.2,25.8,0.0,471,0.43124999999999997
0.44,803,650,96.2,25.8,0.0,472,0.42874999999999996
0.43,799,650,96.2,25.7,0.0,473,0.4275
0.43,796,650,96.2,25.8,0.0,474,0.42625
0.43,801,650,96.3,25.8,0.0,475,0.42624999999999996
0.43,803,650,96.2,25.8,0.0,476,0.42625
0.43,799,650,96.3,25.8,0.0,477,0.42624999999999996
0.43,796,650,96.3,25.8,0.0,478,0.42624999999999996
0.43,801,650,96.3,25.8,0.0,479,0.42625
0.42,803,650,96.3,25.8,0.0,480,0.4275
0.42,799,650,96.4,25.8,0.0,481,0.4275
0.42,796,650,96.3,25.8,0.0,482,0.42875
0.43,800,650,96.4,25.9,0.0,483,0.4275
0.43,796,650,96.4,25.9,0.0,484,0.42624999999999996
0.43,801,650,96.4,25.9,0.0,485,0.425
0.43,804,650,96.4,25.9,0.0,486,0.42374999999999996
0.43,799,650,96.4,25.9,0.0,487,0.4225
0.43,796,650,96.4,26.0,0.0,488,0.42125
0.42,801,650,96.4,26.0,0.0,489,0.42125
0.43,803,650,96.4,26.0,0.0,490,0.42
0.42,799,650,96.4,26.0,0.0,491,0.42
0.42,796,650,96.4,26.0,0.0,492,0.42
0.42,801,650,96.4,26.0,0.0,493,0.42
0.42,803,650,96.4,26.0,0.0,494,0.42
0.42,798,650,96.4,26.0,0.0,495,0.42
0.42,797,650,96.4,26.0,0.0,496,0.42
0.42,802,650,96.4,26.0,0.0,497,0.42
0.42,802,650,96.4,26.0,0.0,498,0.42
0.42,798,650,96.4,25.9,0.0,499,0.42
0.42,796,650,96.3,26.0,0.0,500,0.42
0.42,802,650,96.3,25.9,0.0,501,0.42
0.42,802,650,96.4,25.9,0.0,502,0.42
0.42,798,650,96.4,25.9,0.0,503,0.42
0.42,797,650,96.4,25.9,0.0,504,0.42124999999999996
0.42,802,650,96.4,25.9,0.0,505,0.42124999999999996
0.42,802,650,96.3,25.9,0.0,506,0.42125
0.42,797,650,96.3,25.8,0.0,507,0.42125
0.42,797,650,96.3,25.9,0.0,508,0.42125
