id_reforma,sdv002,sdc002,mdv001_1,mdv001_2,mdv001_3,mdv001_4,sdp002,sdt002,sdt003,sdu001_1,sdu001_2,data_hora_reforma,TipoAlarmeReleResistencia_id_tipo,TipoAlarmeResistencia_id_tipo,id_reacao,sdu002_1,sdu002_2,rotulo
46659,227.0,0.3,-1,-1,-1,-1,0.36,23,24,0,0,2024-03-25 07:04:18.077,1,1,192,41.7,24.4,0.0
46660,220.22,0.31,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:04:40.760,1,1,192,28.4,24.3,0.0
46661,223.78,0.32,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:05:03.532,1,1,192,23.0,24.5,0.0
46662,224.02,0.31,-1,-1,-1,-1,0.36,23,24,0,0,2024-03-25 07:05:26.303,1,1,192,20.9,24.6,0.0
46663,222.98,0.34,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:05:49.079,1,1,192,20.0,24.6,0.0
46664,230.83,0.32,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:06:11.742,1,1,192,19.6,24.6,0.0
46665,221.17,0.33,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:06:34.479,1,1,192,19.4,24.6,0.0
46666,224.31,0.3,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:06:57.287,1,1,192,19.2,24.6,0.0
46667,225.87,0.32,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:07:20.069,1,1,192,19.2,24.6,0.0
46668,224.73,0.33,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:07:42.781,1,1,192,19.2,24.6,0.0
46669,224.23,0.33,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:08:05.536,1,1,192,19.2,24.6,0.0
46670,224.11,0.3,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:08:28.232,1,1,192,19.2,24.6,0.0
46671,222.28,0.35,-1,-1,-1,-1,0.36,23,23,0,0,2024-03-25 07:08:50.901,1,1,192,19.2,24.6,0.0
46672,225.0,0.41,-1,-1,-1,-1,0.36,23,24,0,0,2024-03-25 07:09:13.666,1,1,192,19.2,24.6,0.0
46673,222.66,0.31,-1,-1,-1,-1,0.36,23,24,0,0,2024-03-25 07:09:36.472,1,1,192,19.3,24.6,0.0
46674,223.14,0.31,-1,-1,-1,-1,0.36,23,24,0,0,2024-03-25 07:09:59.250,1,1,192,19.3,24.6,0.0
