id_reforma,sdv002,sdc002,mdv001_1,mdv001_2,mdv001_3,mdv001_4,sdp002,sdt002,sdt003,sdu001_1,sdu001_2,data_hora_reforma,TipoAlarmeReleResistencia_id_tipo,TipoAlarmeResistencia_id_tipo,id_reacao,sdu002_1,sdu002_2,rotulo
39468,320.23,6.45,0.972,0.1,0.1,19.36,0.41,21,20,0,0,2024-03-15 07:25:55.355,1,1,190,65.5,34.9,0.0
39469,243.84,1.65,0.972,0.2,0.1,19.36,0.39,21,20,0,0,2024-03-15 07:26:18.136,1,1,190,53.7,34.7,0.0
39470,224.09,0.54,0.972,0.1,0.1,19.37,0.38,21,20,0,0,2024-03-15 07:26:40.930,1,1,190,53.8,33.7,0.0
39471,224.29,0.36,0.972,0.2,0.2,19.38,0.37,21,20,0,0,2024-03-15 07:27:03.714,1,1,190,54.4,31.6,0.0
39472,222.61,0.35,0.972,0.1,0.2,19.39,0.37,21,20,0,0,2024-03-15 07:27:26.504,1,1,190,56.8,30.2,0.0
39473,220.56,0.3,0.972,0.1,0.1,19.4,0.37,20,20,0,0,2024-03-15 07:27:49.324,1,1,190,58.0,29.4,0.0
39474,222.4,0.48,0.972,0.1,0.1,19.41,0.37,21,20,0,0,2024-03-15 07:28:12.109,1,1,190,58.2,29.4,0.0
39475,225.17,0.42,0.972,0.1,0.1,19.43,0.37,21,20,0,0,2024-03-15 07:28:34.864,1,1,190,58.3,29.1,0.0
39476,222.19,0.31,0.972,0.1,0.1,19.43,0.37,21,20,0,0,2024-03-15 07:28:57.610,1,1,190,58.3,28.9,0.0
39477,220.77,0.35,0.972,0.1,0.1,19.45,0.37,21,20,0,0,2024-03-15 07:29:20.408,1,1,190,58.4,28.8,0.0
39478,223.46,0.45,0.973,0.1,0.2,19.46,0.37,21,20,0,0,2024-03-15 07:29:43.204,1,1,190,58.2,29.1,0.0
39479,228.02,0.36,0.972,0.1,0.1,19.47,0.37,20,20,0,0,2024-03-15 07:30:05.899,1,1,190,57.9,29.3,0.0
39480,227.49,0.33,0.972,0.1,0.2,19.48,0.37,20,20,0,0,2024-03-15 07:30:28.585,1,1,190,57.9,28.8,0.0
39481,224.8,0.3,0.972,0.1,0.2,19.49,0.37,21,20,0,0,2024-03-15 07:30:51.354,1,1,190,58.3,28.8,0.0
39482,224.38,0.33,0.972,0.1,0.2,19.51,0.37,20,20,0,0,2024-03-15 07:31:14.075,1,1,190,58.5,28.8,0.0
39483,224.96,0.32,0.972,0.2,0.2,19.52,0.37,21,20,0,0,2024-03-15 07:31:36.807,1,1,190,58.3,28.9,0.0
39484,221.25,0.33,0.973,0.1,0.1,19.53,0.37,21,20,0,0,2024-03-15 07:31:59.578,1,1,190,58.3,28.9,0.0
39485,224.39,0.33,0.972,0.1,0.1,19.54,0.37,21,20,0,0,2024-03-15 07:32:22.352,1,1,190,58.6,28.5,0.0
39486,223.79,0.36,0.972,0.1,0.1,19.55,0.36,21,20,0,0,2024-03-15 07:32:45.085,1,1,190,59.7,28.1,0.0
39487,221.27,0.29,0.973,0.1,0.1,19.56,0.37,21,20,0,0,2024-03-15 07:33:07.870,1,1,190,60.4,27.9,0.0
39488,221.66,0.32,0.973,0.1,0.1,19.57,0.37,20,20,0,0,2024-03-15 07:33:30.659,1,1,190,60.7,28.0,0.0
39489,225.49,0.37,0.973,0.1,0.2,19.59,0.37,21,20,0,0,2024-03-15 07:33:53.398,1,1,190,60.8,27.8,0.0
39490,225.28,0.33,0.973,0.1,0.1,19.6,0.37,21,20,0,0,2024-03-15 07:34:16.157,1,1,190,61.2,27.6,0.0
39491,222.98,0.36,0.973,0.1,0.2,19.61,0.37,21,20,0,0,2024-03-15 07:34:38.853,1,1,190,61.5,27.4,0.0
39492,219.37,0.33,0.973,0.1,0.1,19.62,0.37,21,20,0,0,2024-03-15 07:35:01.545,1,1,190,61.8,27.4,0.0
39493,223.95,0.33,0.973,0.1,0.2,19.63,0.37,21,20,0,0,2024-03-15 07:35:24.324,1,1,190,61.6,27.5,0.0
39494,224.89,0.32,0.973,0.1,0.1,19.64,0.37,21,20,0,0,2024-03-15 07:35:47.101,1,1,190,61.4,27.5,0.0
39495,221.75,0.34,0.973,0.1,0.2,19.65,0.37,21,20,0,0,2024-03-15 07:36:09.898,1,1,190,61.2,27.6,0.0
39496,219.23,0.32,0.973,0.1,0.1,19.66,0.37,21,20,0,0,2024-03-15 07:36:32.645,1,1,190,61.1,27.6,0.0
39497,221.79,0.32,0.973,0.1,0.1,19.67,0.37,20,20,0,0,2024-03-15 07:36:55.451,1,1,190,61.0,27.6,0.0
39498,222.05,0.31,0.973,0.1,0.2,19.68,0.37,21,20,0,0,2024-03-15 07:37:18.258,1,1,190,61.0,27.6,0.0
39499,220.08,0.34,0.973,0.1,0.1,19.69,0.37,21,20,0,0,2024-03-15 07:37:41.033,1,1,190,60.8,27.6,0.0
39500,223.42,0.38,0.973,0.1,0.1,19.7,0.37,21,20,0,0,2024-03-15 07:38:03.731,1,1,190,60.9,27.5,0.0
39501,222.07,0.31,0.973,0.1,0.1,19.71,0.37,21,20,0,0,2024-03-15 07:38:26.444,1,1,190,61.0,27.3,0.0
39502,220.46,0.28,0.973,0.1,0.1,19.72,0.37,21,20,0,0,2024-03-15 07:38:49.239,1,1,190,61.1,27.3,0.0
39503,223.43,0.31,0.973,0.1,0.1,19.72,0.37,21,20,0,0,2024-03-15 07:39:12.009,1,1,190,61.2,27.3,0.0
39504,223.69,0.38,0.973,0.2,0.1,19.73,0.37,21,20,0,0,2024-03-15 07:39:34.795,1,1,190,61.1,27.2,0.0
39505,225.21,0.34,0.973,0.1,0.1,19.74,0.37,21,20,0,0,2024-03-15 07:39:57.538,1,1,190,60.9,27.4,0.0
39506,222.41,0.3,0.973,0.1,0.1,19.75,0.37,21,20,0,0,2024-03-15 07:40:20.337,1,1,190,60.5,27.5,0.0
39507,221.05,0.34,0.973,0.1,0.1,19.76,0.37,21,20,0,0,2024-03-15 07:40:43.051,1,1,190,60.2,27.5,0.0
39508,221.76,0.3,0.973,0.1,0.1,19.77,0.37,21,20,0,0,2024-03-15 07:41:05.845,1,1,190,60.0,27.6,0.0
39509,237.7,0.32,0.973,0.1,0.1,19.77,0.37,21,20,0,0,2024-03-15 07:41:28.542,1,1,190,60.0,27.2,0.0
39510,221.49,0.29,0.973,0.1,0.1,19.78,0.37,21,20,0,0,2024-03-15 07:41:51.232,1,1,190,60.3,27.0,0.0
39511,223.59,0.3,0.973,0.1,0.2,19.79,0.37,21,20,0,0,2024-03-15 07:42:13.985,1,1,190,60.4,26.9,0.0
39512,375.07,6.52,0.973,0.1,0.2,19.82,0.37,21,20,0,0,2024-03-15 07:43:38.167,1,1,190,60.2,26.7,0.0
39513,274.83,1.57,0.973,0.2,0.2,19.83,0.37,21,20,0,0,2024-03-15 07:44:00.923,1,1,190,60.3,26.7,0.0
39514,234.53,0.48,0.973,0.1,0.2,19.83,0.37,21,20,0,0,2024-03-15 07:44:23.595,1,1,190,60.4,26.6,0.0
39515,225.48,0.33,0.973,0.1,0.1,19.84,0.37,21,20,0,0,2024-03-15 07:44:46.329,1,1,190,60.4,26.6,0.0
39516,222.41,0.34,0.973,0.2,0.2,19.85,0.37,21,20,0,0,2024-03-15 07:45:09.059,1,1,190,60.3,26.5,0.0
39517,220.9,0.32,0.973,0.1,0.2,19.85,0.37,21,20,0,0,2024-03-15 07:45:31.802,1,1,190,60.3,26.5,0.0
39518,222.6,0.34,0.973,0.1,0.1,19.86,0.37,20,20,0,0,2024-03-15 07:45:54.588,1,1,190,60.3,26.5,0.0
39519,224.5,0.34,0.973,0.1,0.1,19.87,0.37,20,20,0,0,2024-03-15 07:46:17.266,1,1,190,60.3,26.5,0.0
39520,224.2,0.33,0.973,0.1,0.2,19.88,0.37,20,20,0,0,2024-03-15 07:46:40.064,1,1,190,60.2,26.5,0.0
39521,223.45,0.37,0.973,0.2,0.1,19.88,0.37,20,20,0,0,2024-03-15 07:47:02.892,1,1,190,60.2,26.5,0.0
39522,223.29,0.32,0.973,0.1,0.2,19.89,0.37,20,20,0,0,2024-03-15 07:47:25.546,1,1,190,60.3,26.4,0.0
39523,218.69,0.34,0.973,0.2,0.2,19.9,0.37,20,20,0,0,2024-03-15 07:47:48.317,1,1,190,60.3,26.4,0.0
39524,222.04,0.32,0.973,0.1,0.1,19.9,0.37,20,20,0,0,2024-03-15 07:48:11.138,1,1,190,60.3,26.4,0.0
39525,224.81,0.31,0.973,0.1,0.2,19.91,0.37,20,20,0,0,2024-03-15 07:48:33.852,1,1,190,60.2,26.4,0.0
39526,223.44,0.3,0.973,0.1,0.2,19.92,0.37,21,20,0,0,2024-03-15 07:48:56.591,1,1,190,60.1,26.4,0.0
39527,220.8,15.59,0.973,0.1,0.1,19.92,0.37,21,20,0,0,2024-03-15 07:49:19.321,1,1,190,60.0,26.4,0.0
39528,214.13,15.49,0.973,0.1,0.2,19.93,0.37,21,21,0,0,2024-03-15 07:49:42.070,1,1,190,60.1,26.4,0.0
39529,215.6,15.44,0.973,0.1,0.1,19.95,0.37,24,25,0,0,2024-03-15 07:50:04.832,1,1,190,60.0,26.4,0.0
39530,223.76,15.38,0.974,0.1,0.1,19.96,0.37,31,30,0,0,2024-03-15 07:50:27.522,1,1,190,60.0,26.4,0.0
39531,216.63,15.35,0.974,0.1,0.2,19.97,0.37,44,36,0,0,2024-03-15 07:50:50.295,1,1,190,59.8,26.4,0.0
39532,217.6,15.27,0.974,0.2,0.1,19.99,0.36,60,45,0,0,2024-03-15 07:51:13.067,1,1,190,59.8,26.4,0.0
39533,214.74,15.27,0.974,0.1,0.1,20.0,0.36,76,57,0,0,2024-03-15 07:51:35.806,1,1,190,59.8,26.4,0.0
39534,217.55,15.24,0.974,0.1,0.2,20.02,0.36,98,71,0,0,2024-03-15 07:51:58.527,1,1,190,59.8,26.3,0.0
39535,218.25,8.82,0.974,0.2,0.2,20.04,0.37,124,81,0,0,2024-03-15 07:52:21.277,1,1,190,59.9,26.4,0.0
39536,220.02,0.43,0.974,0.1,0.2,20.06,0.36,148,96,0,0,2024-03-15 07:52:44.074,1,1,190,60.1,26.4,0.0
39537,223.28,0.4,0.974,0.1,0.1,20.07,0.37,162,108,0,0,2024-03-15 07:53:06.882,1,1,190,60.4,26.4,0.0
39538,220.82,0.52,0.974,0.1,0.1,20.1,0.37,173,116,0,0,2024-03-15 07:53:29.675,1,1,190,60.8,26.4,0.0
39539,223.0,0.36,0.974,0.2,0.1,20.12,0.37,181,121,0,0,2024-03-15 07:53:52.367,1,1,190,61.4,26.4,0.0
39540,226.62,0.39,0.975,0.1,0.1,20.14,0.37,186,127,0,0,2024-03-15 07:54:15.070,1,1,190,61.6,26.4,0.0
39541,217.74,15.31,0.975,0.1,0.2,20.16,0.37,189,130,0,0,2024-03-15 07:54:37.862,1,1,190,61.8,26.4,0.0
39542,218.73,15.19,0.975,0.1,0.2,20.18,0.37,192,136,0,0,2024-03-15 07:55:00.615,1,1,190,61.8,26.5,0.0
39543,219.6,15.12,0.975,0.2,0.2,20.2,0.37,199,143,0,0,2024-03-15 07:55:23.331,1,1,190,61.7,26.5,0.0
39544,219.76,15.13,0.975,0.1,0.2,20.21,0.36,212,154,0,0,2024-03-15 07:55:46.061,1,1,190,66.2,26.6,0.0
39545,228.55,6.62,0.976,0.1,0.1,20.23,0.36,226,165,0,0,2024-03-15 07:56:08.772,1,1,190,72.5,26.7,0.0
39546,221.25,0.47,0.976,0.1,0.2,20.25,0.36,248,173,0,0,2024-03-15 07:56:31.559,1,1,190,73.9,26.7,0.0
39547,221.02,8.82,0.976,0.1,0.2,20.26,0.36,270,176,0,0,2024-03-15 07:56:54.298,1,1,190,74.1,26.7,0.0
39548,219.57,8.79,0.976,0.2,0.2,20.28,0.36,283,184,0,0,2024-03-15 07:57:17.115,1,1,190,74.5,26.7,0.0
