pressure,reactor temperature,pre-reactor temperature,humidity,local temperature,label,number data,SMA pressure forecast
0.36,270,176,74.1,26.7,0.0,79,0.36250000000000004
0.36,283,184,74.5,26.7,0.0,80,0.36374999999999996
0.36,290,194,74.8,26.8,0.0,81,0.36375
0.36,292,205,75.0,26.8,0.0,82,0.36375
0.36,295,212,75.3,27.0,0.0,83,0.365
0.36,305,216,75.4,27.2,0.0,84,0.365
0.37,321,224,75.5,27.2,0.0,85,0.365
0.36,335,235,75.7,27.1,0.0,86,0.36624999999999996
0.37,356,243,76.0,27.0,0.0,87,0.36624999999999996
0.37,373,248,76.6,26.8,0.0,88,0.36625
0.36,397,277,78.4,26.4,0.0,89,0.36750000000000005
0.36,408,284,78.2,26.2,0.0,90,0.36874999999999997
0.37,425,295,78.6,26.1,0.0,91,0.36875
0.36,444,302,79.0,26.0,0.0,92,0.37
0.37,460,308,79.4,25.9,0.0,93,0.37
0.37,465,316,79.8,25.8,0.0,94,0.37
0.37,467,326,80.2,25.7,0.0,95,0.37
0.37,476,334,80.1,25.9,0.0,96,0.37
0.37,491,339,80.5,25.7,0.0,97,0.37
0.37,508,348,81.0,25.5,0.0,98,0.37
0.37,520,356,81.4,25.5,0.0,99,0.36875
0.37,538,365,81.8,25.4,0.0,100,0.3675
0.37,547,371,82.2,25.3,0.0,101,0.36625
0.37,551,380,82.6,25.2,0.0,102,0.36625
0.37,559,386,82.9,25.2,0.0,103,0.36624999999999996
0.37,573,396,83.1,25.2,0.0,104,0.36624999999999996
0.37,587,402,83.4,25.1,0.0,105,0.365
0.37,601,410,83.8,25.0,0.0,106,0.365
0.36,612,419,84.4,24.8,0.0,107,0.36624999999999996
0.36,626,427,85.0,24.7,0.0,108,0.3675
0.36,639,434,85.3,24.6,0.0,109,0.36875
0.37,652,441,85.5,24.6,0.0,110,0.3675
0.37,661,450,85.7,24.6,0.0,111,0.36625
0.37,672,458,85.8,24.6,0.0,112,0.365
0.36,683,465,85.8,24.6,0.0,113,0.365
0.37,694,473,85.9,24.6,0.0,114,0.36375
0.37,702,481,86.0,24.5,0.0,115,0.3625
0.37,712,489,86.1,24.6,0.0,116,0.36124999999999996
0.37,722,496,86.1,24.5,0.0,117,0.36
0.36,731,504,86.2,24.5,0.0,118,0.36
0.36,738,512,86.4,24.5,0.0,119,0.36
0.36,747,521,86.5,24.5,0.0,120,0.36
0.36,755,526,86.6,24.5,0.0,121,0.36
0.36,763,535,86.7,24.5,0.0,122,0.36
0.36,769,543,86.7,24.5,0.0,123,0.36
0.36,776,552,86.8,24.4,0.0,124,0.36
0.36,783,558,86.8,24.4,0.0,125,0.36
0.36,790,566,86.8,24.4,0.0,126,0.36
0.36,796,574,86.8,24.4,0.0,127,0.36
0.36,800,583,86.8,24.4,0.0,128,0.36125
0.36,799,591,86.9,24.4,0.0,129,0.36125
0.36,794,595,86.9,24.5,0.0,130,0.36124999999999996
0.36,798,605,86.8,24.6,0.0,131,0.36124999999999996
0.36,802,613,86.5,24.6,0.0,132,0.3625
0.36,802,643,87.1,24.4,0.0,133,0.36250000000000004
0.36,795,650,87.2,24.4,0.0,134,0.3625
0.36,798,654,87.2,24.4,0.0,135,0.3625
0.37,802,653,87.3,24.4,0.0,136,0.36124999999999996
0.36,797,651,87.0,24.5,0.0,137,0.36124999999999996
0.36,796,649,87.2,24.4,0.0,138,0.36125
0.36,802,650,87.3,24.5,0.0,139,0.36125
0.37,798,650,87.2,24.5,0.0,140,0.36
0.36,795,650,87.1,24.5,0.0,141,0.36124999999999996
0.36,800,650,87.3,24.4,0.0,142,0.36124999999999996
0.36,801,650,87.2,24.5,0.0,143,0.36124999999999996
0.36,795,650,87.3,24.5,0.0,144,0.36125
0.36,798,650,87.4,24.4,0.0,145,0.36125
0.36,803,650,87.5,24.4,0.0,146,0.36124999999999996
0.36,797,650,87.5,24.5,0.0,147,0.36124999999999996
0.36,798,650,87.6,24.4,0.0,148,0.36125
0.37,802,650,87.9,24.4,0.0,149,0.36
0.36,799,650,87.8,24.5,0.0,150,0.36
0.36,796,650,87.7,24.5,0.0,151,0.36
0.36,803,650,87.7,24.5,0.0,152,0.36
0.36,801,650,87.7,24.6,0.0,153,0.36
0.36,796,650,87.8,24.5,0.0,154,0.36
0.36,801,650,88.1,24.4,0.0,155,0.36
0.36,802,650,88.4,24.4,0.0,156,0.36
0.36,796,650,88.5,24.4,0.0,157,0.36
0.36,798,650,88.5,24.4,0.0,158,0.36
0.36,803,650,88.6,24.5,0.0,159,0.36
0.36,797,650,88.6,24.5,0.0,160,0.36124999999999996
0.36,796,650,88.6,24.6,0.0,161,0.36124999999999996
0.36,803,650,88.4,24.7,0.0,162,0.36125
0.36,799,650,88.1,24.8,0.0,163,0.36125
0.36,797,650,88.0,24.8,0.0,164,0.36124999999999996
0.36,803,650,87.8,24.9,0.0,165,0.36124999999999996
0.36,801,650,87.9,24.8,0.0,166,0.36125
0.36,795,650,88.0,24.8,0.0,167,0.36125
0.37,801,650,88.2,24.9,0.0,168,0.36
0.36,802,650,88.0,25.0,0.0,169,0.36
0.36,797,650,88.0,25.1,0.0,170,0.36
0.36,798,650,88.2,25.0,0.0,171,0.36
0.36,804,650,88.0,25.2,0.0,172,0.36
0.36,797,650,88.4,25.1,0.0,173,0.36
0.36,797,650,88.8,25.1,0.0,174,0.36
0.36,803,650,88.9,25.1,0.0,175,0.36
0.36,800,650,89.0,25.1,0.0,176,0.36
0.36,797,650,89.1,25.4,0.0,177,0.36
0.36,799,650,89.1,25.4,0.0,178,0.36
0.36,804,650,89.2,25.4,0.0,179,0.36
0.36,799,650,89.2,25.4,0.0,180,0.36
0.36,797,650,89.2,25.4,0.0,181,0.35874999999999996
0.36,804,650,89.3,25.5,0.0,182,0.35874999999999996
0.36,802,650,89.4,25.4,0.0,183,0.35875
0.36,796,650,89.4,25.5,0.0,184,0.35875
0.36,801,650,89.5,25.4,0.0,185,0.35874999999999996
0.36,802,650,89.8,25.4,0.0,186,0.35874999999999996
0.36,797,650,90.2,25.3,0.0,187,0.35875
0.36,799,650,90.4,25.4,0.0,188,0.3575
0.35,804,650,90.6,25.3,0.0,189,0.35875
0.36,797,650,90.6,25.4,0.0,190,0.35875
0.36,797,650,90.9,25.4,0.0,191,0.35874999999999996
0.36,803,650,90.9,25.5,0.0,192,0.35874999999999996
0.36,800,650,91.0,25.5,0.0,193,0.35875
0.36,796,650,91.0,25.6,0.0,194,0.35875
0.36,803,650,90.9,25.7,0.0,195,0.35874999999999996
0.35,803,650,91.0,25.7,0.0,196,0.35875
0.36,796,650,91.1,25.8,0.0,197,0.35874999999999996
0.36,800,650,91.1,25.9,0.0,198,0.3575
0.36,803,650,91.2,25.9,0.0,199,0.35624999999999996
0.36,798,650,91.2,26.0,0.0,200,0.35625
0.36,798,650,90.9,26.2,0.0,201,0.35625
0.36,804,650,90.9,26.1,0.0,202,0.355
0.36,798,650,91.0,26.2,0.0,203,0.355
0.35,796,650,91.1,26.2,0.0,204,0.355
0.36,803,650,91.5,26.4,0.0,205,0.35375
0.35,801,650,91.4,26.4,0.0,206,0.35374999999999995
0.35,796,650,91.4,26.4,0.0,207,0.35374999999999995
0.36,800,650,91.4,26.5,0.0,208,0.35374999999999995
0.36,803,650,91.3,26.5,0.0,209,0.35375
0.35,796,650,91.3,26.6,0.0,210,0.35374999999999995
0.36,800,650,91.4,26.6,0.0,211,0.3525
0.35,804,650,91.4,26.5,0.0,212,0.3525
0.35,799,650,91.5,26.7,0.0,213,0.3524999999999999
0.35,797,650,91.4,26.7,0.0,214,0.3525
0.35,804,650,91.3,26.8,0.0,215,0.3525
0.36,801,650,91.1,26.9,0.0,216,0.35125
0.36,796,650,91.1,26.9,0.0,217,0.35
0.35,802,650,91.1,26.8,0.0,218,0.35
0.35,802,650,91.4,26.8,0.0,219,0.35
0.35,797,650,91.5,26.8,0.0,220,0.35
0.35,799,650,91.5,26.8,0.0,221,0.35
0.35,803,650,91.5,27.0,0.0,222,0.35
0.35,801,650,91.4,27.0,0.0,223,0.35
0.35,796,650,91.5,27.0,0.0,224,0.35
0.35,800,650,91.3,27.1,0.0,225,0.35
0.35,803,650,91.3,27.1,0.0,226,0.35
0.35,797,650,91.5,27.1,0.0,227,0.35
0.35,800,650,91.5,27.1,0.0,228,0.35
0.35,804,650,91.5,27.3,0.0,229,0.35
0.35,799,650,91.4,27.3,0.0,230,0.35
0.35,797,650,91.5,27.3,0.0,231,0.35
0.35,804,650,91.5,27.3,0.0,232,0.35
0.35,799,650,91.5,27.4,0.0,233,0.35
0.35,796,650,91.5,27.5,0.0,234,0.35
0.35,802,650,91.5,27.5,0.0,235,0.35
0.35,802,650,91.5,27.5,0.0,236,0.35
0.35,796,650,91.4,27.6,0.0,237,0.35
0.35,800,650,91.3,27.6,0.0,238,0.35
0.35,803,650,91.3,27.6,0.0,239,0.35
0.35,797,650,91.4,27.7,0.0,240,0.35
0.35,800,650,91.3,27.7,0.0,241,0.35
0.35,804,650,91.4,27.7,0.0,242,0.35
0.35,799,650,91.7,27.6,0.0,243,0.35
0.35,797,650,91.8,27.7,0.0,244,0.35
0.35,804,650,91.9,27.7,0.0,245,0.35
0.35,801,650,91.9,27.7,0.0,246,0.35
0.35,796,650,91.8,27.9,0.0,247,0.35
0.35,803,650,91.7,27.9,0.0,248,0.35
0.35,802,650,91.7,27.9,0.0,249,0.35
0.35,796,650,91.8,27.9,0.0,250,0.35
0.35,800,650,91.7,27.9,0.0,251,0.35
0.35,804,650,91.8,27.9,0.0,252,0.35
0.35,797,650,91.8,28.0,0.0,253,0.35
0.35,797,650,91.8,28.0,0.0,254,0.35
0.35,804,650,91.7,28.0,0.0,255,0.35
0.35,800,650,91.8,28.0,0.0,256,0.35
0.35,797,650,91.9,28.0,0.0,257,0.35
0.35,802,650,92.0,28.0,0.0,258,0.35
0.35,802,650,92.0,28.0,0.0,259,0.35
0.35,796,650,92.0,28.0,0.0,260,0.35
0.35,801,650,92.0,28.1,0.0,261,0.35
0.35,803,650,91.9,28.1,0.0,262,0.35
0.35,798,650,92.0,28.2,0.0,263,0.35
0.35,798,650,92.1,28.2,0.0,264,0.35
0.35,804,650,92.2,28.2,0.0,265,0.35
0.35,802,650,92.1,28.3,0.0,266,0.35
0.35,796,650,92.1,28.3,0.0,267,0.35
0.35,799,650,92.2,28.3,0.0,268,0.35
0.35,804,650,92.2,28.3,0.0,269,0.35
0.35,798,650,92.4,28.3,0.0,270,0.35
0.35,799,650,92.4,28.3,0.0,271,0.35
0.35,804,650,92.3,28.4,0.0,272,0.35
0.35,800,650,92.2,28.4,0.0,273,0.35
0.35,797,650,92.1,28.5,0.0,274,0.35
0.35,804,650,91.9,28.5,0.0,275,0.35
0.35,803,650,91.8,28.6,0.0,276,0.35
0.35,796,650,91.8,28.6,0.0,277,0.35
0.35,801,650,91.8,28.6,0.0,278,0.35
0.35,803,650,91.9,28.6,0.0,279,0.35
0.35,798,650,91.9,28.6,0.0,280,0.35
0.35,798,650,91.9,28.6,0.0,281,0.35
0.35,804,650,91.9,28.6,0.0,282,0.35
0.35,799,650,91.9,28.6,0.0,283,0.35
0.35,796,650,91.9,28.7,0.0,284,0.35
0.35,803,650,91.9,28.7,0.0,285,0.35
0.35,802,650,91.9,28.7,0.0,286,0.35
0.35,796,650,91.9,28.7,0.0,287,0.35
0.35,799,650,92.0,28.7,0.0,288,0.35
0.35,804,650,92.0,28.7,0.0,289,0.35
0.35,797,650,91.9,28.8,0.0,290,0.35
0.35,799,650,91.9,28.8,0.0,291,0.35
0.35,804,650,91.8,28.8,0.0,292,0.35
0.35,800,650,91.9,28.8,0.0,293,0.35
0.35,797,650,91.8,28.9,0.0,294,0.35
0.35,803,650,91.9,28.9,0.0,295,0.35
0.35,801,650,91.9,28.8,0.0,296,0.35
0.35,796,650,92.0,28.8,0.0,297,0.35
0.35,801,650,92.0,28.9,0.0,298,0.35
0.35,803,650,92.0,28.9,0.0,299,0.35
0.35,796,650,92.0,28.9,0.0,300,0.35
0.35,799,650,92.0,28.9,0.0,301,0.35
0.35,804,650,91.9,29.0,0.0,302,0.35
0.35,798,650,92.0,29.0,0.0,303,0.35
0.35,798,650,91.9,29.0,0.0,304,0.35
0.35,803,650,92.0,29.0,0.0,305,0.35
0.35,801,650,91.9,29.0,0.0,306,0.35
0.35,796,650,91.9,29.0,0.0,307,0.35
0.35,802,650,91.9,29.0,0.0,308,0.35
0.35,803,650,91.9,29.0,0.0,309,0.35
0.35,802,650,92.2,29.0,0.0,310,0.35
0.35,796,650,92.2,29.1,0.0,311,0.35
0.35,802,650,92.4,29.1,0.0,312,0.35
0.35,802,650,92.2,29.2,0.0,313,0.35
0.35,797,650,92.0,29.2,0.0,314,0.35
0.35,799,650,92.0,29.2,0.0,315,0.35
0.35,804,650,92.1,29.2,0.0,316,0.35
0.35,797,650,92.3,29.2,0.0,317,0.35
0.35,799,650,92.4,29.2,0.0,318,0.35
0.35,804,650,92.5,29.2,0.0,319,0.35
0.35,800,650,92.5,29.2,0.0,320,0.35
0.35,797,650,92.4,29.2,0.0,321,0.35
0.35,803,650,92.5,29.3,0.0,322,0.35
0.35,802,650,92.5,29.3,0.0,323,0.35
0.35,796,650,92.4,29.3,0.0,324,0.35
0.35,801,650,92.4,29.3,0.0,325,0.35
0.35,803,650,92.2,29.4,0.0,326,0.35
0.35,797,650,92.2,29.4,0.0,327,0.35
0.35,799,650,92.1,29.4,0.0,328,0.35
0.35,804,650,92.1,29.4,0.0,329,0.35
0.35,798,650,92.0,29.5,0.0,330,0.35
0.35,796,650,92.0,29.5,0.0,331,0.35
0.35,803,650,92.1,29.4,0.0,332,0.35
0.35,801,650,92.2,29.4,0.0,333,0.35
0.35,796,650,92.1,29.5,0.0,334,0.35
0.35,800,650,92.1,29.4,0.0,335,0.35
0.35,803,650,92.2,29.4,0.0,336,0.35
0.35,797,650,91.8,29.6,0.0,337,0.35
0.35,800,650,91.7,29.6,0.0,338,0.35
0.35,804,650,91.7,29.6,0.0,339,0.35
0.35,798,650,91.8,29.6,0.0,340,0.35
0.35,798,650,91.6,29.6,0.0,341,0.35
0.35,804,650,91.6,29.6,0.0,342,0.35
0.35,800,650,91.6,29.6,0.0,343,0.35124999999999995
0.35,797,650,91.6,29.7,0.0,344,0.3525
0.35,803,650,91.6,29.7,0.0,345,0.3524999999999999
0.35,801,650,91.6,29.7,0.0,346,0.3525
0.35,796,650,91.6,29.8,0.0,347,0.3525
0.35,801,650,91.5,29.8,0.0,348,0.3525
0.35,803,650,91.5,29.8,0.0,349,0.3524999999999999
0.35,797,650,91.6,29.7,0.0,350,0.3525
0.36,800,650,91.6,29.9,0.0,351,0.35125
0.36,804,650,91.5,29.9,0.0,352,0.35
0.35,798,650,91.5,29.8,0.0,353,0.35
0.35,796,650,91.4,29.9,0.0,354,0.35
0.35,800,650,91.3,29.9,0.0,355,0.35
0.35,804,650,91.3,29.9,0.0,356,0.35
0.35,798,650,91.3,29.9,0.0,357,0.35
0.35,798,650,91.3,30.0,0.0,358,0.35
0.35,804,650,91.2,30.0,0.0,359,0.35
0.35,800,650,91.3,29.9,0.0,360,0.35
0.35,797,650,91.4,29.9,0.0,361,0.35
0.35,803,650,91.4,29.9,0.0,362,0.35
0.35,801,650,91.5,29.9,0.0,363,0.35
0.35,796,650,91.4,30.0,0.0,364,0.35
0.35,801,650,91.4,30.0,0.0,365,0.35
0.35,803,650,91.4,29.9,0.0,366,0.35
0.35,796,650,91.3,30.0,0.0,367,0.35
0.35,800,650,91.4,29.9,0.0,368,0.35
0.35,803,650,91.5,29.9,0.0,369,0.35
0.35,798,650,91.4,30.0,0.0,370,0.35
0.35,797,650,91.3,30.0,0.0,371,0.35
0.35,804,649,91.2,30.0,0.0,372,0.35
0.35,801,650,91.2,30.0,0.0,373,0.35
0.35,796,650,91.2,30.0,0.0,374,0.35
0.35,802,650,91.3,30.0,0.0,375,0.35
0.35,802,650,91.3,30.0,0.0,376,0.35
0.35,797,650,91.3,30.0,0.0,377,0.35
0.35,799,650,91.3,30.0,0.0,378,0.35
0.35,804,650,91.3,30.0,0.0,379,0.35
0.35,797,650,91.3,30.0,0.0,380,0.35
0.35,797,650,91.4,30.0,0.0,381,0.35
0.35,804,650,91.4,30.0,0.0,382,0.35
0.35,800,650,91.3,30.0,0.0,383,0.35
0.35,797,650,91.2,30.1,0.0,384,0.35
0.35,802,650,91.2,30.1,0.0,385,0.35
0.35,802,650,91.2,30.1,0.0,386,0.35
0.35,796,650,91.3,30.0,0.0,387,0.35
0.35,801,650,91.2,30.1,0.0,388,0.35
0.35,803,650,91.1,30.1,0.0,389,0.35
0.35,797,650,91.4,30.0,0.0,390,0.35
0.35,799,650,91.5,30.0,0.0,391,0.35
0.35,804,650,91.5,29.9,0.0,392,0.35
0.35,798,650,91.5,30.0,0.0,393,0.35
0.35,797,650,91.6,30.0,0.0,394,0.35
0.35,804,650,91.6,29.9,0.0,395,0.35
0.35,800,650,91.6,29.9,0.0,396,0.35
0.35,797,650,91.6,29.9,0.0,397,0.35
0.35,798,650,91.6,29.9,0.0,398,0.35
0.35,804,650,91.6,29.9,0.0,399,0.35
0.35,799,650,91.7,29.9,0.0,400,0.35124999999999995
0.35,797,650,91.7,29.9,0.0,401,0.35250000000000004
0.35,803,650,91.7,29.9,0.0,402,0.3525
0.35,802,650,91.6,29.9,0.0,403,0.3525
0.35,796,650,91.5,30.0,0.0,404,0.35374999999999995
0.35,802,650,91.7,29.9,0.0,405,0.35374999999999995
0.35,802,650,91.7,29.9,0.0,406,0.35375
0.35,797,650,91.9,29.8,0.0,407,0.35375
0.36,800,650,91.9,29.8,0.0,408,0.3525
0.36,803,650,91.8,29.9,0.0,409,0.35125
0.35,797,650,91.8,29.8,0.0,410,0.3525
0.35,797,650,91.9,29.7,0.0,411,0.35375
0.36,804,650,92.0,29.8,0.0,412,0.3525
0.35,799,650,92.0,29.7,0.0,413,0.3525
0.35,797,650,92.1,29.7,0.0,414,0.35374999999999995
0.35,803,650,92.0,29.7,0.0,415,0.355
0.35,802,650,92.1,29.7,0.0,416,0.355
0.35,796,650,92.1,29.6,0.0,417,0.355
0.36,802,650,92.1,29.7,0.0,418,0.355
0.36,803,650,92.0,29.7,0.0,419,0.35374999999999995
0.35,798,650,92.1,29.7,0.0,420,0.355
0.35,800,650,92.1,29.7,0.0,421,0.35624999999999996
0.36,804,650,92.1,29.6,0.0,422,0.35625
0.36,799,650,92.2,29.6,0.0,423,0.35625
0.35,797,650,92.3,29.6,0.0,424,0.3575
0.35,804,650,92.3,29.6,0.0,425,0.35875
0.36,800,650,92.3,29.6,0.0,426,0.35875
0.35,796,650,92.3,29.6,0.0,427,0.36
0.36,801,650,92.2,29.6,0.0,428,0.36
0.36,803,650,92.1,29.6,0.0,429,0.36
0.36,797,650,92.1,29.6,0.0,430,0.36
0.36,799,650,92.2,29.5,0.0,431,0.36
0.36,804,650,92.2,29.5,0.0,432,0.36
0.36,800,650,92.1,29.6,0.0,433,0.36
0.36,797,650,91.9,29.7,0.0,434,0.36
0.36,804,650,91.8,29.7,0.0,435,0.36
0.36,802,650,91.7,29.7,0.0,436,0.36
0.36,796,650,91.5,29.8,0.0,437,0.36
0.36,801,650,91.4,29.8,0.0,438,0.36
0.36,803,650,91.3,29.9,0.0,439,0.36
0.36,797,650,91.1,29.8,0.0,440,0.36
0.36,799,650,91.0,29.9,0.0,441,0.36
0.36,804,650,90.9,30.0,0.0,442,0.36
0.36,803,650,90.5,30.0,0.0,443,0.36
0.36,798,650,90.4,30.0,0.0,444,0.36
0.36,798,650,90.4,30.1,0.0,445,0.36
0.36,804,650,90.2,30.1,0.0,446,0.36
0.36,798,650,90.1,30.1,0.0,447,0.36
0.36,798,650,90.1,30.1,0.0,448,0.36
0.36,803,650,90.0,30.1,0.0,449,0.36
0.36,801,650,90.0,30.1,0.0,450,0.36
0.36,796,650,89.9,30.2,0.0,451,0.36
0.36,803,650,89.8,30.2,0.0,452,0.36
0.36,803,650,89.7,30.2,0.0,453,0.36
0.36,796,650,89.5,30.2,0.0,454,0.36
0.36,800,650,89.4,30.3,0.0,455,0.36
0.36,803,650,89.3,30.3,0.0,456,0.36
0.36,799,650,89.2,30.3,0.0,457,0.36
0.36,798,650,89.1,30.3,0.0,458,0.36
0.36,804,650,88.9,30.5,0.0,459,0.36
0.36,799,650,88.9,30.4,0.0,460,0.36
0.36,796,650,88.9,30.4,0.0,461,0.36
0.36,802,650,88.8,30.4,0.0,462,0.36
0.36,802,650,88.7,30.4,0.0,463,0.36
0.36,796,650,88.7,30.5,0.0,464,0.36
0.36,800,650,88.6,30.5,0.0,465,0.36
0.36,803,650,88.5,30.5,0.0,466,0.36
0.36,797,650,88.5,30.5,0.0,467,0.36
0.36,799,650,88.5,30.5,0.0,468,0.36
0.36,804,650,88.5,30.4,0.0,469,0.36
0.36,799,650,88.6,30.4,0.0,470,0.36
0.36,796,650,88.6,30.4,0.0,471,0.36
0.36,803,650,88.5,30.4,0.0,472,0.36
0.36,800,650,88.5,30.4,0.0,473,0.36
0.36,796,650,88.4,30.4,0.0,474,0.36
0.36,802,650,88.4,30.4,0.0,475,0.36
0.36,802,650,88.4,30.4,0.0,476,0.36
0.36,796,650,88.4,30.4,0.0,477,0.36
0.36,799,650,88.3,30.4,0.0,478,0.36
0.36,804,650,88.3,30.5,0.0,479,0.36
0.36,797,650,88.2,30.6,0.0,480,0.36
0.36,799,650,88.1,30.5,0.0,481,0.36
0.36,804,650,88.0,30.6,0.0,482,0.36
0.36,800,650,88.0,30.6,0.0,483,0.36
0.36,797,650,87.9,30.6,0.0,484,0.36
0.36,803,650,87.9,30.6,0.0,485,0.36
0.36,802,650,87.8,30.6,0.0,486,0.36
0.36,800,650,87.5,30.6,0.0,487,0.36
0.36,797,650,87.5,30.7,0.0,488,0.36
0.36,803,650,87.5,30.6,0.0,489,0.36
0.36,800,650,87.4,30.7,0.0,490,0.36
0.36,796,650,87.2,30.8,0.0,491,0.36
0.36,801,650,87.1,30.8,0.0,492,0.36
0.36,802,650,87.0,30.8,0.0,493,0.36374999999999996
0.36,796,650,87.0,30.8,0.0,494,0.36124999999999996
0.36,799,650,86.9,30.9,0.0,495,0.36375
0.36,804,650,86.8,30.9,0.0,496,0.36625
0.36,798,650,86.8,30.9,0.0,497,0.36875
0.36,798,650,86.7,30.9,0.0,498,0.37124999999999997
0.36,804,650,86.6,30.9,0.0,499,0.375
0.36,800,650,86.6,30.9,0.0,500,0.37625000000000003
0.39,795,650,88.2,31.0,0.0,501,0.375
0.34,802,650,87.1,31.1,0.0,502,0.38
0.38,804,650,86.6,31.2,0.0,503,0.38125
0.38,798,650,86.2,31.1,0.0,504,0.3825
0.38,798,650,86.2,31.1,0.0,505,0.385
0.38,804,650,86.2,31.1,0.0,506,0.3875
0.39,798,650,86.4,31.1,0.0,507,0.38875000000000004
0.37,797,650,86.4,31.2,0.0,508,0.3925
0.38,803,650,86.4,31.0,0.0,509,0.39625
0.38,799,650,86.6,31.0,0.0,510,0.4
0.39,796,650,86.7,30.9,0.0,511,0.4025
0.39,801,650,86.9,30.9,0.0,512,0.40625
0.4,802,650,86.6,31.1,0.0,513,0.40875
0.4,796,650,86.3,31.2,0.0,514,0.41125
0.4,800,650,86.2,31.2,0.0,515,0.415
0.4,803,650,86.3,31.2,0.0,516,0.42
0.41,797,650,86.4,31.2,0.0,517,0.42375
0.41,798,650,86.4,31.2,0.0,518,0.42875
